U+1F306,🌆,cityscape at dusk,2010,emoji,building; city; dusk; evening; landscape; nature; place; sun; sunset;time; weather
U+1F307,🌇,sunset over buildings,2010,emoji,building; dusk; nature; place; sun; sunset; time; weather
U+1F309,🌉,bridge at night,2010,emoji,bridge; nature; night; place; weather
U+2668,♨️,hot springs,1995,text,hot; hotsprings; place; springs; steaming
U+1F30C,🌌,milky way,2010,emoji,milky way; nature; place; space; weather
U+1F3A0,🎠,carousel horse,2010,emoji,activity; carousel; entertainment; horse; place
U+1F3A1,🎡,ferris wheel,2010,emoji,activity; amusement park; entertainment; ferris; place; wheel
U+1F3A2,🎢,roller coaster,2010,emoji,activity; amusement park; coaster; entertainment; place; roller
U+1F488,💈,barber pole,2010,emoji,barber; haircut; place; pole
U+1F3AA,🎪,circus tent,2010,emoji,activity; circus; entertainment; place; tent
U+1F3AD,🎭,performing arts,2010,emoji,activity; art; entertainment; mask; object; performing; place;theater; theatre
U+1F3A8,🎨,artist palette,2010,emoji,activity; art; entertainment; museum; object; painting; palette
U+1F3B0,🎰,slot machine,2010,emoji,activity; game; object; place; slot
U+1F682,🚂,steam locomotive,2010,emoji,engine; locomotive; place; railway; steam; train; travel; vehicle
U+1F683,🚃,railway car,2010,emoji,car; electric; place; railway; train; tram; travel; trolleybus; vehicle
U+1F684,🚄,high-speed train,2010,emoji,place; railway; shinkansen; speed; train; travel; vehicle
U+1F685,🚅,high-speed train with bullet nose,2010,emoji,bullet; place; railway; shinkansen; speed; train; travel; vehicle
U+1F686,🚆,train,2010,emoji,place; railway; train; travel; vehicle
U+1F687,🚇,metro,2010,emoji,metro; place; subway; travel; vehicle
U+1F688,🚈,light rail,2010,emoji,place; railway; travel; vehicle
U+1F689,🚉,station,2010,emoji,place; railway; station; train; travel; vehicle
U+1F68A,🚊,tram,2010,emoji,place; tram; travel; trolleybus; vehicle
U+1F69D,🚝,monorail,2010,emoji,monorail; place; travel; vehicle
U+1F69E,🚞,mountain railway,2010,emoji,car; mountain; place; railway; travel; vehicle
U+1F68B,🚋,tram car,2010,emoji,car; place; tram; travel; trolleybus; vehicle
U+1F68C,🚌,bus,2010,emoji,bus; place; travel; vehicle
U+1F68D,🚍,oncoming bus,2010,emoji,bus; oncoming; place; travel; vehicle
U+1F68E,🚎,trolleybus,2010,emoji,bus; place; tram; travel; trolley; trolleybus; vehicle
U+1F68F,🚏,bus stop,2010,emoji,bus; busstop; place; stop; travel
U+1F690,🚐,minibus,2010,emoji,bus; minibus; place; travel; vehicle
U+1F691,🚑,ambulance,2010,emoji,ambulance; place; travel; vehicle
U+1F692,🚒,fire engine,2010,emoji,engine; fire; place; travel; truck; vehicle
U+1F693,🚓,police car,2010,emoji,car; patrol; place; police; travel; vehicle
U+1F694,🚔,oncoming police car,2010,emoji,car; oncoming; place; police; travel; vehicle
U+1F695,🚕,taxi,2010,emoji,place; taxi; travel; vehicle
U+1F696,🚖,oncoming taxi,2010,emoji,oncoming; place; taxi; travel; vehicle
U+1F697,🚗,automobile icon,2010,emoji,automobile; car; place; travel; vehicle
U+1F698,🚘,oncoming automobile,2010,emoji,automobile; car; oncoming; place; travel; vehicle
U+1F699,🚙,recreational vehicle,2010,emoji,place; recreational; rv; travel; vehicle
U+1F69A,🚚,delivery truck,2010,emoji,delivery; place; travel; truck; vehicle
U+1F69B,🚛,articulated lorry,2010,emoji,lorry; place; semi; travel; truck; vehicle
U+1F69C,🚜,tractor,2010,emoji,place; tractor; travel; vehicle
U+1F6B2,🚲,bicycle,2010,emoji,bicycle; bike; place; sport; travel; vehicle
U+26FD,⛽️,fuel pump,2009,emoji,fuel; fuelpump; gas; place; pump; station; travel
U+1F6A8,🚨,police cars revolving light,2010,emoji,beacon; car; light; place; police; revolving; travel; vehicle
U+1F6A5,🚥,horizontal traffic light,2010,emoji,light; place; signal; traffic; travel
U+1F6A6,🚦,vertical traffic light,2010,emoji,light; place; signal; traffic; travel
U+1F6A7,🚧,construction sign,2010,emoji,barrier; construction; place; travel
U+2693,⚓️,anchor sign,2005,emoji,anchor; place; ship; tool; travel
U+26F5,⛵️,sailboat,2009,emoji,boat; place; resort; sailboat; sea; travel; vehicle; yacht
U+1F6A3,🚣,rowboat,2010,emoji,boat; place; rowboat; travel; vehicle
U+1F6A4,🚤,speedboat,2010,emoji,boat; place; speedboat; travel; vehicle
U+1F6A2,🚢,ship,2010,emoji,place; ship; travel; vehicle
U+2708,✈️,airplane,1995,text,airplane; place; travel; vehicle
U+1F4BA,💺,seat,2010,emoji,chair; object; office; place; seat; travel
U+1F681,🚁,helicopter,2010,emoji,helicopter; place; travel; vehicle
U+1F69F,🚟,suspension railway,2010,emoji,place; railway; suspension; travel; vehicle
U+1F6A0,🚠,mountain cableway,2010,emoji,cable; gondola; mountain; place; travel; vehicle
U+1F6A1,🚡,aerial tramway,2010,emoji,aerial; cable; car; gondola; place; ropeway; tramway; travel;vehicle
U+1F680,🚀,rocket,2010,emoji,place; rocket; space; travel; vehicle
U+1F6AA,🚪,door,2010,emoji,door; object; travel
U+1F6BD,🚽,toilet,2010,emoji,object; place; toilet; travel
U+1F6BF,🚿,shower,2010,emoji,object; place; shower; travel; water
U+1F6C0,🛀,bath,2010,emoji,bath; bathtub; object; place; travel
U+1F6C1,🛁,bathtub,2010,emoji,bath; bathtub; object; place; travel
U+231B,⌛️,hourglass,1995,emoji,hourglass; object; sand; time; timer
U+23F3,⏳,hourglass with flowing sand,2010,emoji,hourglass; object; sand; time; timer
U+231A,⌚️,watch,1995,emoji,clock; object; time; watch
U+23F0,⏰,alarm clock,2010,emoji,alarm; clock; object; time
U+1F55B,🕛,clock face twelve oclock,2010,emoji,00; 12; 12:00; clock; o’clock; symbol; time; twelve
U+1F567,🕧,clock face twelve-thirty,2010,emoji,12; 12:30; 30; clock; symbol; thirty; time; twelve
U+1F550,🕐,clock face one oclock,2010,emoji,00; 1; 1:00; clock; o’clock; one; symbol; time
U+1F55C,🕜,clock face one-thirty,2010,emoji,1; 1:30; 30; clock; one; symbol; thirty; time
U+1F551,🕑,clock face two oclock,2010,emoji,00; 2; 2:00; clock; o’clock; symbol; time; two
U+1F55D,🕝,clock face two-thirty,2010,emoji,2; 2:30; 30; clock; symbol; thirty; time; two
U+1F552,🕒,clock face three oclock,2010,emoji,00; 3; 3:00; clock; o’clock; symbol; three; time
U+1F55E,🕞,clock face three-thirty,2010,emoji,3; 3:30; 30; clock; symbol; thirty; three; time
U+1F553,🕓,clock face four oclock,2010,emoji,00; 4; 4:00; clock; four; o’clock; symbol; time
U+1F55F,🕟,clock face four-thirty,2010,emoji,30; 4; 4:30; clock; four; symbol; thirty; time
U+1F554,🕔,clock face five oclock,2010,emoji,00; 5; 5:00; clock; five; o’clock; symbol; time
U+1F560,🕠,clock face five-thirty,2010,emoji,30; 5; 5:30; clock; five; symbol; thirty; time
U+1F555,🕕,clock face six oclock,2010,emoji,00; 6; 6:00; clock; o’clock; six; symbol; time
U+1F561,🕡,clock face six-thirty,2010,emoji,30; 6; 6:30; clock; six; symbol; thirty; time
U+1F556,🕖,clock face seven oclock,2010,emoji,00; 7; 7:00; clock; o’clock; seven; symbol; time
U+1F562,🕢,clock face seven-thirty,2010,emoji,30; 7; 7:30; clock; seven; symbol; thirty; time
U+1F557,🕗,clock face eight oclock,2010,emoji,00; 8; 8:00; clock; eight; o’clock; symbol; time
U+1F563,🕣,clock face eight-thirty,2010,emoji,30; 8; 8:30; clock; eight; symbol; thirty; time
U+1F558,🕘,clock face nine oclock,2010,emoji,00; 9; 9:00; clock; nine; o’clock; symbol; time
U+1F564,🕤,clock face nine-thirty,2010,emoji,30; 9; 9:30; clock; nine; symbol; thirty; time
U+1F559,🕙,clock face ten oclock,2010,emoji,00; 10; 10:00; clock; o’clock; symbol; ten; time
U+1F565,🕥,clock face ten-thirty,2010,emoji,10; 10:30; 30; clock; symbol; ten; thirty; time
U+1F55A,🕚,clock face eleven oclock,2010,emoji,00; 11; 11:00; clock; eleven; o’clock; symbol; time
U+1F566,🕦,clock face eleven-thirty,2010,emoji,11; 11:30; 30; clock; eleven; symbol; thirty; time
U+1F311,🌑,new moon symbol,2010,emoji,dark; moon; nature; place; space; time; weather
U+1F312,🌒,waxing crescent moon symbol,2010,emoji,crescent; moon; nature; place; space; time; waxing; weather
U+1F313,🌓,first quarter moon symbol,2010,emoji,moon; nature; place; quarter; space; time; weather
U+1F314,🌔,waxing gibbous moon symbol,2010,emoji,gibbous; moon; nature; place; space; time; waxing; weather
U+1F315,🌕,full moon symbol,2010,emoji,full; moon; nature; place; space; time; weather
U+1F316,🌖,waning gibbous moon symbol,2010,emoji,gibbous; moon; nature; place; space; time; waning; weather
U+1F317,🌗,last quarter moon symbol,2010,emoji,moon; nature; place; quarter; space; time; weather
U+1F318,🌘,waning crescent moon symbol,2010,emoji,crescent; moon; nature; place; space; time; waning; weather
U+1F319,🌙,crescent moon,2010,emoji,crescent; moon; nature; place; space; time; weather
U+1F31A,🌚,new moon with face,2010,emoji,face; moon; nature; place; space; time; weather
U+1F31B,🌛,first quarter moon with face,2010,emoji,face; moon; nature; place; quarter; space; weather
U+1F31C,🌜,last quarter moon with face,2010,emoji,face; moon; nature; place; quarter; space; weather
U+2600,☀️,black sun with rays,1995,text,bright; nature; rays; space; sun; sunny; weather
U+1F31D,🌝,full moon with face,2010,emoji,bright; face; full; moon; nature; place; space; weather
U+1F31E,🌞,sun with face,2010,emoji,bright; face; nature; place; space; sun; weather
U+2B50,⭐️,white medium star,2008,emoji,nature; place; star
U+1F31F,🌟,glowing star,2010,emoji,glittery; glow; object; place; shining; sparkle; star
U+1F320,🌠,shooting star,2010,emoji,activity; falling; nature; place; shooting; space; star
U+2601,☁️,cloud,1995,text,cloud; nature; weather
U+26C5,⛅️,sun behind cloud,2009,emoji,cloud; nature; sun; weather
U+1F300,🌀,cyclone,2010,emoji,cyclone; dizzy; nature; twister; typhoon; weather
U+1F308,🌈,rainbow,2010,emoji,nature; rain; rainbow; weather
U+1F302,🌂,closed umbrella,2010,emoji,clothing; nature; person; rain; umbrella; weather
U+2614,☔️,umbrella with rain drops,2003,emoji,clothing; drop; nature; rain; umbrella; weather
U+26A1,⚡️,high voltage sign,2003,emoji,danger; electric; electricity; lightning; nature; symbol; voltage; zap
U+2744,❄️,snowflake,1995,text,cold; nature; snow; snowflake; weather
U+26C4,⛄️,snowman without snow,2009,emoji,cold; nature; snow; snowman; weather
U+1F525,🔥,fire,2010,emoji,fire; flame; object; tool
U+1F4A7,💧,droplet,2010,emoji,cold; comic; drop; emotion; nature; object; person; sweat; weather
U+1F30A,🌊,water wave,2010,emoji,nature; ocean; place; water; wave; weather
U+1F383,🎃,jack-o-lantern,2010,emoji,activity; celebration; entertainment; halloween; jack; lantern;object
U+1F384,🎄,christmas tree,2010,emoji,activity; celebration; christmas; entertainment; object; tree
U+1F386,🎆,fireworks,2010,emoji,activity; celebration; entertainment; fireworks; object
U+1F387,🎇,firework sparkler,2010,emoji,activity; celebration; entertainment; fireworks; object; sparkle
U+2728,✨,sparkles,2010,emoji,emotion; entertainment; object; sign; sparkle; star
U+1F388,🎈,red balloon,2010,emoji,activity; balloon; celebration; entertainment; object
U+1F389,🎉,party popper,2010,emoji,activity; celebration; entertainment; object; party; popper; tada
U+1F38A,🎊,confetti ball,2010,emoji,activity; ball; celebration; confetti; entertainment; object
U+1F38B,🎋,tanabata tree,2010,emoji,activity; banner; celebration; entertainment; japanese; object; tree
U+1F38C,🎌,crossed flags,2010,emoji,activity; celebration; cross; crossed; flag; japanese; object
U+1F38D,🎍,pine decoration,2010,emoji,activity; bamboo; celebration; japanese; object; pine; plant
U+1F38E,🎎,japanese dolls,2010,emoji,activity; celebration; doll; entertainment; festival; japanese; object
U+1F38F,🎏,carp streamer,2010,emoji,activity; carp; celebration; entertainment; flag; object; streamer
U+1F390,🎐,wind chime,2010,emoji,activity; bell; celebration; chime; entertainment; object; wind
U+1F391,🎑,moon viewing ceremony,2010,emoji,activity; celebration; ceremony; entertainment; moon; nature;object
U+1F380,🎀,ribbon,2010,emoji,celebration; emotion; object; person; ribbon
U+1F381,🎁,wrapped present,2010,emoji,box; celebration; entertainment; gift; object; present; wrapped
U+1F3AB,🎫,ticket,2010,emoji,activity; admission; entertainment; object; place; ticket
U+26BD,⚽️,soccer ball,2009,emoji,ball; object; place; soccer; sport
U+26BE,⚾️,baseball,2009,emoji,ball; baseball; object; place; sport
U+1F3C0,🏀,basketball and hoop,2010,emoji,ball; basketball; hoop; object; place; sport
U+1F3C8,🏈,american football,2010,emoji,american; ball; football; object; place; sport
U+1F3C9,🏉,rugby football,2010,emoji,ball; football; object; place; rugby; sport
U+1F3BE,🎾,tennis racquet and ball,2010,emoji,ball; object; place; racquet; sport; tennis
U+1F3B1,🎱,billiards,2010,emoji,8; 8 ball; ball; billiard; eight; game; object; place; sport
U+1F3B3,🎳,bowling,2010,emoji,ball; bowling; game; object; place; sport
U+26F3,⛳️,flag in hole,2009,emoji,flag; golf; hole; object; place; sport; travel
U+1F3A3,🎣,fishing pole and fish,2010,emoji,entertainment; fish; object; place; pole; sport
U+1F3BD,🎽,running shirt with sash,2010,emoji,person; place; running; sash; shirt; sport
U+1F3BF,🎿,ski and ski boot,2010,emoji,object; ski; snow; sport
U+1F3C2,🏂,snowboarder,2010,emoji,person; ski; snow; snowboard; sport
U+1F3C4,🏄,surfer,2010,emoji,person; sport; surfer; surfing
U+1F3C7,🏇,horse racing,2010,emoji,horse; jockey; person; racehorse; racing; sport; travel
U+1F3CA,🏊,swimmer,2010,emoji,person; sport; swim; swimmer; travel
U+1F6B4,🚴,bicyclist,2010,emoji,bicycle; bicyclist; bike; cyclist; person; place; sport; travel
U+1F6B5,🚵,mountain bicyclist,2010,emoji,bicycle; bicyclist; bike; cyclist; mountain; person; place; sport;travel
U+1F3C6,🏆,trophy,2010,emoji,object; place; prize; sport; trophy
U+1F3AF,🎯,direct hit,2010,emoji,activity; bull; bullseye; dart; entertainment; eye; game; hit; object;target
U+1F3AE,🎮,video game,2010,emoji,controller; entertainment; game; object; video game
U+1F3B2,🎲,game die,2010,emoji,dice; die; entertainment; game; object
U+2660,♠️,black spade suit,1995,text,card; game; spade; suit; symbol
U+2665,♥️,black heart suit,1995,text,card; emotion; game; heart; hearts; suit; symbol
U+2666,♦️,black diamond suit,1995,text,card; diamond; diamonds; game; suit; symbol
U+2663,♣️,black club suit,1995,text,card; club; clubs; game; suit; symbol
U+1F0CF,🃏,playing card black joker,2010,emoji,card; entertainment; game; joker; object; playing
U+1F004,🀄️,mahjong tile red dragon,2008,emoji,game; mahjong; object; red
U+1F3B4,🎴,flower playing cards,2010,emoji,activity; card; entertainment; flower; game; japanese; object;playing
U+1F507,🔇,speaker with cancellation stroke,2010,emoji,mute; object; quiet; silent; sound; speaker; volume
U+1F508,🔈,speaker,2010,emoji,object; sound; speaker; volume
U+1F509,🔉,speaker with one sound wave,2010,emoji,low; object; sound; speaker; volume; wave
U+1F50A,🔊,speaker with three sound waves,2010,emoji,3; entertainment; high; loud; object; sound; speaker; three; volume
U+1F4E2,📢,public address loudspeaker,2010,emoji,communication; loud; loudspeaker; object; public address; sound
U+1F4E3,📣,cheering megaphone,2010,emoji,cheering; communication; megaphone; object; sound
U+1F4EF,📯,postal horn,2010,emoji,communication; entertainment; horn; object; post; postal; sound
U+1F514,🔔,bell,2010,emoji,bell; object; sound
U+1F515,🔕,bell with cancellation stroke,2010,emoji,bell; forbidden; mute; no; not; object; prohibited; quiet; silent;sound
U+1F3BC,🎼,musical score,2010,emoji,activity; entertainment; music; object; score; sound
U+1F3B5,🎵,musical note,2010,emoji,activity; entertainment; music; note; object; sound
U+1F3B6,🎶,multiple musical notes,2010,emoji,activity; entertainment; music; note; notes; object; sound
U+1F3A4,🎤,microphone,2010,emoji,activity; entertainment; karaoke; mic; microphone; object; sound
U+1F3A7,🎧,headphone,2010,emoji,activity; earbud; entertainment; headphone; object; sound
U+1F3B7,🎷,saxophone,2010,emoji,activity; entertainment; instrument; music; object; sax; saxophone;sound
U+1F3B8,🎸,guitar,2010,emoji,activity; entertainment; guitar; instrument; music; object; sound
U+1F3B9,🎹,musical keyboard,2010,emoji,activity; entertainment; instrument; keyboard; music; object;piano; sound
U+1F3BA,🎺,trumpet,2010,emoji,activity; entertainment; instrument; music; object; sound; trumpet
U+1F3BB,🎻,violin,2010,emoji,activity; entertainment; instrument; music; object; sound; violin
U+1F4FB,📻,radio,2010,emoji,entertainment; object; radio; video
U+1F4F1,📱,mobile phone,2010,emoji,cell; communication; mobile; object; phone; telephone
U+1F4F2,📲,mobile phone with rightwards arrow at left,2010,emoji,arrow; call; cell; communication; mobile; object; phone; receive;telephone
U+260E,☎️,black telephone,1995,text,object; office; phone; sound; telephone
U+1F4DE,📞,telephone receiver,2010,emoji,communication; object; phone; receiver; sound; telephone
U+1F4DF,📟,pager,2010,emoji,communication; object; office; pager
U+1F4E0,📠,fax machine,2010,emoji,communication; fax; object; office
U+1F50B,🔋,battery,2010,emoji,battery; object
U+1F50C,🔌,electric plug,2010,emoji,electric; electricity; object; plug
U+1F4BB,💻,personal computer,2010,emoji,computer; object; office; pc; personal
U+1F4BD,💽,minidisc,2010,emoji,computer; disk; entertainment; minidisk; object; office; optical
U+1F4BE,💾,floppy disk,2010,emoji,computer; disk; floppy; object; office
U+1F4BF,💿,optical disc,2010,emoji,blu-ray; cd; computer; disk; dvd; object; office; optical
U+1F4C0,📀,dvd,2010,emoji,blu-ray; cd; computer; disk; dvd; entertainment; object; office;optical
U+1F3A5,🎥,movie camera,2010,emoji,activity; camera; cinema; entertainment; movie; object
U+1F3AC,🎬,clapper board,2010,emoji,activity; clapper; entertainment; movie; object
U+1F4FA,📺,television,2010,emoji,entertainment; object; television; tv; video
U+1F4F7,📷,camera,2010,emoji,camera; entertainment; object; video
U+1F4F9,📹,video camera,2010,emoji,camera; entertainment; object; video
U+1F4FC,📼,videocassette,2010,emoji,entertainment; object; tape; vhs; video; videocassette
U+1F50D,🔍,left-pointing magnifying glass,2010,emoji,glass; magnifying; object; search; tool
U+1F50E,🔎,right-pointing magnifying glass,2010,emoji,glass; magnifying; object; search; tool
U+1F52C,🔬,microscope,2010,emoji,microscope; object; tool
U+1F52D,🔭,telescope,2010,emoji,object; telescope; tool
U+1F4E1,📡,satellite antenna,2010,emoji,antenna; communication; dish; object; office; satellite
U+1F4A1,💡,electric light bulb,2010,emoji,bulb; comic; electric; idea; light; object
U+1F526,🔦,electric torch,2010,emoji,electric; flashlight; light; object; tool; torch
U+1F3EE,🏮,izakaya lantern,2010,emoji,bar; japanese; lantern; light; place; red
U+1F4D4,📔,notebook with decorative cover,2010,emoji,book; cover; decorated; education; notebook; object; office
U+1F4D5,📕,closed book,2010,emoji,book; closed; education; object; office
U+1F4D6,📖,open book,2010,emoji,book; education; object; office; open
U+1F4D7,📗,green book,2010,emoji,book; education; green; object; office
U+1F4D8,📘,blue book,2010,emoji,blue; book; education; object; office
U+1F4D9,📙,orange book,2010,emoji,book; education; object; office; orange
U+1F4DA,📚,books,2010,emoji,book; books; education; object; office
U+1F4D3,📓,notebook,2010,emoji,notebook; object; office
U+1F4D2,📒,ledger,2010,emoji,ledger; notebook; object; office
U+1F4C3,📃,page with curl,2010,emoji,curl; document; object; office; page
U+1F4DC,📜,scroll,2010,emoji,object; office; paper; scroll
U+1F4C4,📄,page facing up,2010,emoji,document; object; office; page
U+1F4F0,📰,newspaper,2010,emoji,communication; news; newspaper; object; paper
U+1F4D1,📑,bookmark tabs,2010,emoji,bookmark; mark; marker; object; office; tabs
U+1F516,🔖,bookmark,2010,emoji,bookmark; mark; object
U+1F4B0,💰,money bag,2010,emoji,bag; dollar; money; moneybag; object; office
U+1F4B4,💴,banknote with yen sign,2010,emoji,bank; banknote; bill; currency; money; note; object; office; yen
U+1F4B5,💵,banknote with dollar sign,2010,emoji,bank; banknote; bill; currency; dollar; money; note; object; office
U+1F4B6,💶,banknote with euro sign,2010,emoji,bank; banknote; bill; currency; euro; money; note; object; office
U+1F4B7,💷,banknote with pound sign,2010,emoji,bank; banknote; bill; currency; money; note; object; office; pound
U+1F4B8,💸,money with wings,2010,emoji,bank; banknote; bill; dollar; fly; money; note; object; office; wings
U+1F4B3,💳,credit card,2010,emoji,bank; card; credit; money; object; office
U+1F4B9,💹,chart with upwards trend and yen sign,2010,emoji,bank; chart; currency; graph; growth; market; money; object;office; rise; symbol; trend; upward; yen
U+2709,✉️,envelope,1995,text,e-mail; email; envelope; object; office
U+1F4E7,📧,e-mail symbol,2010,emoji,communication; e-mail; email; letter; mail; object; office
U+1F4E8,📨,incoming envelope,2010,emoji,communication; e-mail; email; envelope; incoming; letter; mail;object; office; receive
U+1F4E9,📩,envelope with downwards arrow above,2010,emoji,arrow; communication; down; e-mail; email; envelope; letter;mail; object; office; outgoing; sent
U+1F4E4,📤,outbox tray,2010,emoji,box; communication; letter; mail; object; office; outbox; sent; tray
U+1F4E5,📥,inbox tray,2010,emoji,box; communication; inbox; letter; mail; object; office; receive;tray
U+1F4E6,📦,package,2010,emoji,box; communication; object; office; package; parcel
U+1F4EB,📫,closed mailbox with raised flag,2010,emoji,closed; communication; flag; mail; mailbox; object; office;postbox
U+1F4EA,📪,closed mailbox with lowered flag,2010,emoji,closed; communication; flag; lowered; mail; mailbox; object;office; postbox
U+1F4EC,📬,open mailbox with raised flag,2010,emoji,communication; flag; mail; mailbox; object; office; open; postbox
U+1F4ED,📭,open mailbox with lowered flag,2010,emoji,communication; flag; lowered; mail; mailbox; object; office; open;postbox
U+1F4EE,📮,postbox,2010,emoji,communication; mail; mailbox; object; office; postbox
U+270F,✏️,pencil,1995,text,object; office; pencil
U+2712,✒️,black nib,1995,text,nib; object; office; pen
U+1F4DD,📝,memo,2010,emoji,communication; memo; object; office; pencil
U+1F4BC,💼,briefcase,2010,emoji,briefcase; object; office; person
U+1F4C1,📁,file folder,2010,emoji,file; folder; object; office
U+1F4C2,📂,open file folder,2010,emoji,file; folder; object; office; open
U+1F4C5,📅,calendar,2010,emoji,calendar; date; object; office
U+1F4C6,📆,tear-off calendar,2010,emoji,calendar; object; office
U+1F4C7,📇,card index,2010,emoji,card; index; object; office; rolodex
U+1F4C8,📈,chart with upwards trend,2010,emoji,chart; graph; growth; object; office; trend; upward
U+1F4C9,📉,chart with downwards trend,2010,emoji,chart; down; graph; object; office; trend
U+1F4CA,📊,bar chart,2010,emoji,bar; chart; graph; object; office
U+1F4CB,📋,clipboard,2010,emoji,clipboard; object; office
U+1F4CC,📌,pushpin,2010,emoji,object; office; pin; pushpin
U+1F4CD,📍,round pushpin,2010,emoji,object; office; pin; place; pushpin
U+1F4CE,📎,paperclip,2010,emoji,object; office; paperclip
U+1F4CF,📏,straight ruler,2010,emoji,object; office; ruler; straight edge
U+1F4D0,📐,triangular ruler,2010,emoji,object; office; ruler; set; triangle
U+2702,✂️,black scissors,1995,text,object; office; scissors; tool
U+1F512,🔒,lock,2010,emoji,closed; lock; object
U+1F513,🔓,open lock,2010,emoji,lock; object; open; unlock
U+1F50F,🔏,lock with ink pen,2010,emoji,ink; lock; nib; object; pen; privacy
U+1F510,🔐,closed lock with key,2010,emoji,closed; key; lock; object; secure
U+1F511,🔑,key,2010,emoji,key; lock; object; password
U+1F528,🔨,hammer,2010,emoji,hammer; object; tool
U+1F527,🔧,wrench,2010,emoji,object; tool; wrench
U+1F529,🔩,nut and bolt,2010,emoji,bolt; nut; object; tool
U+1F517,🔗,link symbol,2010,emoji,link; object; symbol
U+1F489,💉,syringe,2010,emoji,doctor; medicine; needle; object; shot; sick; syringe; tool
U+1F48A,💊,pill,2010,emoji,doctor; medicine; object; pill; sick
U+1F52A,🔪,hocho,2010,emoji,cooking; hocho; knife; object; tool; weapon
U+1F52B,🔫,pistol,2010,emoji,gun; object; pistol; revolver; tool; weapon
U+1F3C1,🏁,chequered flag,2010,emoji,checkered; chequered; flag; object; place; racing; sport
U+1F6A9,🚩,triangular flag on post,2010,emoji,flag; object; place; post; travel
U+1F6AC,🚬,smoking symbol,2010,emoji,activity; object; smoking
U+1F5FF,🗿,moyai,2010,emoji,face; moyai; place; statue; travel
U+1F52E,🔮,crystal ball,2010,emoji,ball; crystal; fairy tale; fantasy; fortune; object; tool
U+1F3E7,🏧,automated teller machine,2010,emoji,atm; automated; bank; place; sign; symbol; teller
U+1F6AE,🚮,put litter in its place symbol,2010,emoji,litter; litterbox; place; symbol; travel
U+1F6B0,🚰,potable water symbol,2010,emoji,drink; potable; sign; symbol; travel; water
U+267F,♿️,wheelchair symbol,2005,emoji,access; sign; symbol; travel; wheelchair
U+1F6B9,🚹,mens symbol,2010,emoji,lavatory; man; restroom; sign; symbol; travel; wc
U+1F6BA,🚺,womens symbol,2010,emoji,lavatory; restroom; sign; symbol; travel; wc; woman
U+1F6BB,🚻,restroom,2010,emoji,lavatory; restroom; sign; symbol; travel; wc
U+1F6BC,🚼,orange baby symbol,2010,emoji,baby; changing; sign; symbol; travel
U+1F6BE,🚾,water closet,2010,emoji,closet; lavatory; place; restroom; sign; symbol; travel; water; wc
U+1F6C2,🛂,passport control,2010,emoji,control; passport; place; sign; symbol; travel
U+1F6C3,🛃,customs,2010,emoji,customs; place; sign; symbol; travel
U+1F6C4,🛄,baggage claim,2010,emoji,baggage; claim; place; sign; symbol; travel
U+1F6C5,🛅,left luggage,2010,emoji,baggage; left luggage; locker; luggage; place; sign; symbol; travel
U+26A0,⚠️,warning sign,2003,text,place; symbol; travel; warning
U+1F6B8,🚸,children crossing,2010,emoji,child; crossing; pedestrian; place; sign; symbol; traffic; travel
U+26D4,⛔️,no entry,2009,emoji,entry; forbidden; no; not; prohibited; symbol; traffic; travel
U+1F6AB,🚫,no entry sign,2010,emoji,entry; forbidden; no; not; prohibited; symbol; travel
U+1F6B3,🚳,no bicycles,2010,emoji,bicycle; bike; forbidden; no; not; place; prohibited; sign; sport;symbol; travel; vehicle
U+1F6AD,🚭,no smoking symbol,2010,emoji,forbidden; no; not; prohibited; sign; smoking; symbol; travel
U+1F6AF,🚯,do not litter symbol,2010,emoji,forbidden; litter; no; not; prohibited; sign; symbol; travel
U+1F6B1,🚱,non-potable water symbol,2010,emoji,drink; forbidden; no; not; potable; prohibited; sign; symbol; travel;water
U+1F6B7,🚷,no pedestrians,2010,emoji,forbidden; no; not; pedestrian; place; prohibited; sign; symbol;travel
U+2B06,⬆️,upwards black arrow,2003,text,arrow; cardinal; direction; north; symbol
U+2197,↗️,north east arrow,1995,text,arrow; direction; intercardinal; northeast; symbol
U+27A1,➡️,black rightwards arrow,1995,text,arrow; cardinal; direction; east; symbol
U+2198,↘️,south east arrow,1995,text,arrow; direction; intercardinal; southeast; symbol
U+2B07,⬇️,downwards black arrow,2003,text,arrow; cardinal; direction; down; south; symbol
U+2199,↙️,south west arrow,1995,text,arrow; direction; intercardinal; southwest; symbol
U+2B05,⬅️,leftwards black arrow,2003,text,arrow; cardinal; direction; symbol; west
U+2196,↖️,north west arrow,1995,text,arrow; direction; intercardinal; northwest; symbol
U+2195,↕️,up down arrow,1995,text,arrow; symbol
U+2194,↔️,left right arrow,1995,text,arrow; symbol
U+21A9,↩️,leftwards arrow with hook,1995,text,arrow; symbol
U+21AA,↪️,rightwards arrow with hook,1995,text,arrow; symbol
U+2934,⤴️,arrow pointing rightwards then curving upwards,2002,text,arrow; symbol
U+2935,⤵️,arrow pointing rightwards then curving downwards,2002,text,arrow; down; symbol
U+1F503,🔃,clockwise downwards and upwards open circle arrows,2010,emoji,arrow; clockwise; reload; symbol
U+1F504,🔄,anticlockwise downwards and upwards open circle arrows,2010,emoji,anticlockwise; arrow; counterclockwise; symbol; withershins
